unzip_backup\aapbdbdomjkkjkaonfhkkikfgjllcleb,__MSG_8969005060131950570__,0,0,0,0,0,0,0,0,1,0,0,1
unzip_backup\pjpgohokimaldkikgejifibjdpbopfdc,AI Content Detector for ChatGPT - Sapling.ai,0,0,0,0,0,1,0,0,1,1,0,1
unzip_backup\pjpgohokimaldkikgejifibjdpbopfdc,Sapling Grammar Checker and Writing Assistant,0,0,0,0,0,1,0,0,1,1,0,1
