lekkioifmjghefmfnbjfponblhigfnnf,28,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0
jmdekjnfpkpahipmipciepnmhchnnjme,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fcnadghcijkmdhjdgiehgfpadojilfoa,27,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
edjkecefjhobekadlkdkopkggdefpgfp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbngfmkpnomjcaclajdbelbnlljechmd,31,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
oohiolbhcpebonenodlkdmlidhihfdbp,35,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0
acmbhgeienaechckfgjhngddbklhnknh,19,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
kmepaepapjkajfpmhoknbahjpofepind,36,2,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,5,0
bkiiomcjgmhfleealakhcdkgchnfkjib,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kknliojomgehdkodlgnjhobomjojcpai,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
aakklflhdgofndhdkjgalldlnbgpgbob,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mbjmdgabflicloikhkipechafggklaif,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0
lknpbgnookklokdjomiildnlalffjmma,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
adcekhfohpnkmllhmnndaiipjnnpjoje,42,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
clifeblhbipgjjlngahknaagkkikfhmo,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
jgaodbdddndbaijmcljdbglhpdhnjobg,22,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kilpimndfpnikemmcoemadceooflbdbd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jajpfoeacmobohpggakjkdkfflilbmon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
